simulation_id,point_id,class,date,lat,lon
sim_03,sim_03_negative_076,negative,2025-03-04,40.756315,-85.021195
sim_03,sim_03_negative_077,negative,2025-03-05,39.92865,-84.451913
sim_03,sim_03_negative_078,negative,2025-03-14,39.984512,-84.376654
sim_03,sim_03_positive_001,positive,2024-12-24,40.326041,-84.884006
sim_03,sim_03_positive_002,positive,2024-12-25,40.375089,-84.706062
sim_03,sim_03_positive_003,positive,2024-12-28,40.574708,-85.018802
sim_03,sim_03_positive_004,positive,2024-12-29,40.523509,-84.613389
sim_03,sim_03_positive_005,positive,2024-12-29,40.544087,-84.897509
sim_03,sim_03_positive_006,positive,2024-12-30,40.585776,-84.849226
sim_03,sim_03_positive_007,positive,2024-12-30,40.170919,-84.606543
sim_03,sim_03_positive_008,positive,2025-01-02,40.34223,-84.716405
sim_03,sim_03_positive_009,positive,2025-01-03,40.42468,-84.84618
sim_03,sim_03_positive_010,positive,2025-01-06,40.11512,-84.393525
sim_03,sim_03_positive_011,positive,2025-01-06,40.826703,-84.91153
sim_03,sim_03_positive_012,positive,2025-01-07,40.026619,-84.887187
sim_03,sim_03_positive_013,positive,2025-01-10,40.713969,-84.896575
sim_03,sim_03_positive_014,positive,2025-01-12,40.578739,-84.674402
sim_03,sim_03_positive_015,positive,2025-01-16,40.316652,-84.745942
sim_03,sim_03_positive_016,positive,2025-01-16,40.20364,-84.929318
sim_03,sim_03_positive_017,positive,2025-01-17,40.466956,-84.83896
sim_03,sim_03_positive_018,positive,2025-01-18,40.752675,-84.581896
sim_03,sim_03_positive_019,positive,2025-01-18,40.109271,-84.463479
sim_03,sim_03_positive_020,positive,2025-01-18,40.38423,-85.036847
sim_03,sim_03_positive_021,positive,2025-01-18,40.42655,-84.677093
sim_03,sim_03_positive_022,positive,2025-01-19,40.61364,-84.824566
sim_03,sim_03_positive_023,positive,2025-01-19,40.064358,-84.526821
sim_03,sim_03_positive_024,positive,2025-01-19,39.985686,-84.734811
sim_03,sim_03_positive_025,positive,2025-01-21,40.257731,-84.378548
sim_03,sim_03_positive_026,positive,2025-01-21,40.524486,-85.093971
sim_03,sim_03_positive_027,positive,2025-01-22,40.628606,-84.548926
sim_03,sim_03_positive_028,positive,2025-01-22,40.537289,-84.880855
sim_03,sim_03_positive_029,positive,2025-01-23,40.247358,-84.760983
sim_03,sim_03_positive_030,positive,2025-01-25,40.563331,-84.999774
sim_03,sim_03_positive_031,positive,2025-01-25,40.376791,-84.671172
sim_03,sim_03_positive_032,positive,2025-01-26,40.803429,-84.845782
sim_03,sim_03_positive_033,positive,2025-01-26,40.348628,-84.476664
sim_03,sim_03_positive_034,positive,2025-01-27,40.904508,-84.98341
sim_03,sim_03_positive_035,positive,2025-01-27,40.538341,-84.566881
sim_03,sim_03_positive_036,positive,2025-01-28,40.489961,-84.979507
sim_03,sim_03_positive_037,positive,2025-01-28,40.475522,-84.663048
sim_03,sim_03_positive_038,positive,2025-01-31,40.616096,-84.935239
sim_03,sim_03_positive_039,positive,2025-02-02,40.486753,-85.296149
sim_03,sim_03_positive_040,positive,2025-02-02,40.379038,-85.047202
sim_03,sim_03_positive_041,positive,2025-02-03,40.206491,-84.585397
sim_03,sim_03_positive_042,positive,2025-02-05,40.676177,-84.997077
sim_03,sim_03_positive_043,positive,2025-02-09,40.34425,-84.558373
sim_03,sim_03_positive_044,positive,2025-02-09,40.454519,-84.617762
sim_03,sim_03_positive_045,positive,2025-02-10,40.515311,-84.739325
sim_03,sim_03_positive_046,positive,2025-02-10,39.862693,-84.78294
sim_03,sim_03_positive_047,positive,2025-02-10,40.642929,-84.959054
sim_03,sim_03_positive_048,positive,2025-02-11,40.5728,-84.897835
sim_03,sim_03_positive_049,positive,2025-02-11,40.407585,-84.461558
sim_03,sim_03_positive_050,positive,2025-02-12,40.241884,-84.57697
sim_03,sim_03_positive_051,positive,2025-02-13,40.392844,-84.560827
sim_03,sim_03_positive_052,positive,2025-02-13,40.605728,-84.450611
sim_03,sim_03_positive_053,positive,2025-02-14,40.486114,-84.736149
sim_03,sim_03_positive_054,positive,2025-02-14,40.503809,-84.564966
sim_03,sim_03_positive_055,positive,2025-02-14,40.161594,-84.519465
sim_03,sim_03_positive_056,positive,2025-02-15,40.235686,-84.500177
sim_03,sim_03_positive_057,positive,2025-02-16,40.475236,-84.892667
sim_03,sim_03_positive_058,positive,2025-02-17,40.557656,-84.879533
sim_03,sim_03_positive_059,positive,2025-02-17,40.294808,-84.92953
sim_03,sim_03_positive_060,positive,2025-02-17,40.04846,-84.446683
sim_03,sim_03_positive_061,positive,2025-02-18,40.232902,-84.803952
sim_03,sim_03_positive_062,positive,2025-02-22,40.218403,-84.401309
sim_03,sim_03_positive_063,positive,2025-02-24,40.187217,-84.36349
sim_03,sim_03_positive_064,positive,2025-02-24,40.1421,-84.432067
sim_03,sim_03_positive_065,positive,2025-02-24,40.320754,-84.77571
sim_03,sim_03_positive_066,positive,2025-02-25,40.402714,-84.825547
sim_03,sim_03_positive_067,positive,2025-02-27,40.497417,-84.577763
sim_03,sim_03_positive_068,positive,2025-02-28,40.20291,-84.48779
sim_03,sim_03_positive_069,positive,2025-02-28,40.101165,-84.665506
sim_03,sim_03_positive_070,positive,2025-02-28,40.341534,-84.728751
sim_03,sim_03_positive_071,positive,2025-03-01,40.508024,-85.05676
sim_03,sim_03_positive_072,positive,2025-03-03,40.006277,-84.248929
sim_03,sim_03_positive_073,positive,2025-03-03,40.378323,-84.682532
sim_03,sim_03_positive_074,positive,2025-03-05,40.350461,-84.733744
sim_03,sim_03_positive_075,positive,2025-03-08,39.973113,-84.372325
sim_03,sim_03_positive_076,positive,2025-03-09,40.816097,-85.105905
sim_03,sim_03_positive_077,positive,2025-03-11,40.164421,-84.348687
sim_03,sim_03_positive_078,positive,2025-03-13,40.55107,-84.995346
sim_04,sim_04_negative_001,negative,2024-12-22,41.026752,-84.878418
sim_04,sim_04_negative_002,negative,2024-12-23,40.356473,-85.203973
sim_04,sim_04_negative_003,negative,2024-12-24,40.149658,-84.257556
sim_04,sim_04_negative_004,negative,2024-12-25,40.526021,-84.48026
sim_04,sim_04_negative_005,negative,2024-12-27,40.920457,-84.992641
sim_04,sim_04_negative_006,negative,2024-12-27,40.677618,-84.453568
sim_04,sim_04_negative_007,negative,2024-12-28,40.574733,-84.301743
sim_04,sim_04_negative_008,negative,2024-12-28,40.660662,-84.797555
sim_04,sim_04_negative_009,negative,2024-12-29,40.435072,-84.424453
sim_04,sim_04_negative_010,negative,2024-12-29,40.15846,-84.672411
sim_04,sim_04_negative_011,negative,2024-12-31,40.075909,-84.601778
sim_04,sim_04_negative_012,negative,2025-01-02,40.275983,-85.153083
sim_04,sim_04_negative_013,negative,2025-01-02,40.252212,-85.264405
sim_04,sim_04_negative_014,negative,2025-01-07,40.46878,-84.406831
sim_04,sim_04_negative_015,negative,2025-01-08,40.189153,-84.875967
sim_04,sim_04_negative_016,negative,2025-01-08,40.489498,-85.185442
sim_04,sim_04_negative_017,negative,2025-01-08,40.827861,-84.349813
sim_04,sim_04_negative_018,negative,2025-01-10,39.923395,-84.673885
sim_04,sim_04_negative_019,negative,2025-01-12,40.451545,-85.051431
sim_04,sim_04_negative_020,negative,2025-01-14,40.001486,-84.96094
sim_04,sim_04_negative_021,negative,2025-01-15,40.63167,-84.459801
sim_04,sim_04_negative_022,negative,2025-01-17,40.19566,-85.287602
sim_04,sim_04_negative_023,negative,2025-01-17,39.900467,-84.295058
sim_04,sim_04_negative_024,negative,2025-01-17,40.7508,-85.184749
sim_04,sim_04_negative_025,negative,2025-01-17,39.805042,-84.385279
sim_04,sim_04_negative_026,negative,2025-01-17,40.185751,-84.531463
sim_04,sim_04_negative_027,negative,2025-01-17,40.753863,-85.050006
sim_04,sim_04_negative_028,negative,2025-01-17,39.947313,-84.880959
sim_04,sim_04_negative_029,negative,2025-01-18,40.364804,-84.660892
sim_04,sim_04_negative_030,negative,2025-01-19,40.518873,-84.912423
sim_04,sim_04_negative_031,negative,2025-01-21,39.833156,-84.817193
sim_04,sim_04_negative_032,negative,2025-01-23,40.663674,-84.613348
sim_04,sim_04_negative_033,negative,2025-01-23,40.222391,-84.468903
sim_04,sim_04_negative_034,negative,2025-01-24,40.13998,-84.810987
sim_04,sim_04_negative_035,negative,2025-01-24,40.537949,-84.564573
sim_04,sim_04_negative_036,negative,2025-01-25,40.588959,-84.932824
sim_04,sim_04_negative_037,negative,2025-01-25,40.630271,-84.502015
sim_04,sim_04_negative_038,negative,2025-01-26,40.380107,-84.761474
sim_04,sim_04_negative_039,negative,2025-01-26,40.797297,-84.741713
sim_04,sim_04_negative_040,negative,2025-01-27,40.196362,-84.552511
sim_04,sim_04_negative_041,negative,2025-01-27,40.668451,-84.522256
sim_04,sim_04_negative_042,negative,2025-01-27,40.320314,-84.610285
sim_04,sim_04_negative_043,negative,2025-01-27,40.043856,-84.443015
sim_04,sim_04_negative_044,negative,2025-01-27,40.457512,-84.736486
sim_04,sim_04_negative_045,negative,2025-01-27,39.858659,-84.906277
sim_04,sim_04_negative_046,negative,2025-01-27,40.551708,-84.463598
sim_04,sim_04_negative_047,negative,2025-01-28,40.534012,-84.619706
sim_04,sim_04_negative_048,negative,2025-01-28,40.82475,-84.358155
sim_04,sim_04_negative_049,negative,2025-01-29,40.845964,-85.122418
sim_04,sim_04_negative_050,negative,2025-01-30,40.405063,-84.455124
sim_04,sim_04_negative_051,negative,2025-02-01,40.834717,-84.364715
sim_04,sim_04_negative_052,negative,2025-02-01,40.93047,-85.246376
sim_04,sim_04_negative_053,negative,2025-02-04,40.783454,-84.890341
sim_04,sim_04_negative_054,negative,2025-02-05,40.515999,-84.61127
sim_04,sim_04_negative_055,negative,2025-02-08,40.237032,-84.668264
sim_04,sim_04_negative_056,negative,2025-02-09,40.37067,-85.149862
sim_04,sim_04_negative_057,negative,2025-02-10,40.880721,-84.88212
sim_04,sim_04_negative_058,negative,2025-02-10,40.434969,-84.546302
sim_04,sim_04_negative_059,negative,2025-02-10,40.023095,-84.493745
sim_04,sim_04_negative_060,negative,2025-02-11,40.262187,-84.787103
sim_04,sim_04_negative_061,negative,2025-02-13,40.303901,-85.19827
sim_04,sim_04_negative_062,negative,2025-02-14,39.970153,-84.320332
sim_04,sim_04_negative_063,negative,2025-02-14,40.999113,-84.793491
sim_04,sim_04_negative_064,negative,2025-02-16,40.895974,-84.768759
sim_04,sim_04_negative_065,negative,2025-02-16,40.091116,-84.908652
sim_04,sim_04_negative_066,negative,2025-02-17,40.654164,-84.9289
sim_04,sim_04_negative_067,negative,2025-02-17,40.154316,-84.331708
sim_04,sim_04_negative_068,negative,2025-02-17,39.921057,-84.652892
sim_04,sim_04_negative_069,negative,2025-02-22,40.26759,-84.465072
sim_04,sim_04_negative_070,negative,2025-02-23,40.51403,-85.304368
sim_04,sim_04_negative_071,negative,2025-02-24,40.625315,-84.809138
sim_04,sim_04_negative_072,negative,2025-02-25,40.208316,-84.746162
sim_04,sim_04_negative_073,negative,2025-02-26,40.820662,-84.615971
sim_04,sim_04_negative_074,negative,2025-03-02,40.739256,-84.360439
sim_04,sim_04_negative_075,negative,2025-03-03,40.453897,-84.405004
sim_04,sim_04_negative_076,negative,2025-03-07,40.094589,-84.356184
sim_04,sim_04_negative_077,negative,2025-03-10,40.070708,-84.672199
sim_04,sim_04_negative_078,negative,2025-03-10,40.219442,-85.171943
sim_04,sim_04_positive_001,positive,2024-12-22,39.940448,-84.451943
sim_04,sim_04_positive_002,positive,2024-12-23,39.938653,-84.819559
sim_04,sim_04_positive_003,positive,2024-12-24,40.753153,-84.903784
sim_04,sim_04_positive_004,positive,2024-12-27,40.082176,-84.845166
sim_04,sim_04_positive_005,positive,2024-12-27,40.154854,-84.571458
sim_04,sim_04_positive_006,positive,2024-12-27,40.634126,-84.712283
sim_04,sim_04_positive_007,positive,2024-12-31,40.328858,-84.869916
sim_04,sim_04_positive_008,positive,2025-01-01,39.994106,-84.302295
sim_04,sim_04_positive_009,positive,2025-01-02,40.788768,-84.953535
sim_04,sim_04_positive_010,positive,2025-01-02,40.689714,-84.483881
sim_04,sim_04_positive_011,positive,2025-01-02,40.756171,-85.022785
sim_04,sim_04_positive_012,positive,2025-01-15,40.435466,-84.605287
sim_04,sim_04_positive_013,positive,2025-01-16,40.419901,-84.761983
sim_04,sim_04_positive_014,positive,2025-01-16,40.20806,-84.624366
sim_04,sim_04_positive_015,positive,2025-01-16,40.102644,-84.486381
sim_04,sim_04_positive_016,positive,2025-01-17,40.395648,-84.437547
sim_04,sim_04_positive_017,positive,2025-01-17,40.561745,-84.645005
sim_04,sim_04_positive_018,positive,2025-01-18,40.345014,-84.914709
sim_04,sim_04_positive_019,positive,2025-01-19,40.44397,-84.566844
sim_04,sim_04_positive_020,positive,2025-01-20,40.512923,-84.639881
sim_04,sim_04_positive_021,positive,2025-01-20,40.542939,-84.847548
sim_04,sim_04_positive_022,positive,2025-01-21,40.600509,-84.741153
sim_04,sim_04_positive_023,positive,2025-01-21,40.34046,-84.461324
sim_04,sim_04_positive_024,positive,2025-01-22,40.653366,-84.964309
sim_04,sim_04_positive_025,positive,2025-01-22,40.552105,-84.567061
sim_04,sim_04_positive_026,positive,2025-01-22,40.538917,-84.944312
sim_04,sim_04_positive_027,positive,2025-01-23,40.828819,-85.046439
sim_04,sim_04_positive_028,positive,2025-01-23,40.647157,-85.197886
sim_04,sim_04_positive_029,positive,2025-01-23,40.625789,-84.781289
sim_04,sim_04_positive_030,positive,2025-01-23,40.278776,-84.611131
sim_04,sim_04_positive_031,positive,2025-01-26,40.071514,-84.40022
sim_04,sim_04_positive_032,positive,2025-01-26,40.586593,-84.508973
sim_04,sim_04_positive_033,positive,2025-01-27,40.42904,-84.783839
sim_04,sim_04_positive_034,positive,2025-01-27,40.622372,-84.977768
sim_04,sim_04_positive_035,positive,2025-01-28,40.757159,-84.614386
sim_04,sim_04_positive_036,positive,2025-01-28,40.608463,-84.721907
sim_04,sim_04_positive_037,positive,2025-01-29,40.560196,-84.879117
sim_04,sim_04_positive_038,positive,2025-01-30,40.345222,-84.472564
sim_04,sim_04_positive_039,positive,2025-01-30,40.617987,-85.107257
sim_04,sim_04_positive_040,positive,2025-01-31,40.279596,-84.467209
sim_04,sim_04_positive_041,positive,2025-01-31,40.595368,-84.503925
sim_04,sim_04_positive_042,positive,2025-02-01,40.237001,-84.765407
sim_04,sim_04_positive_043,positive,2025-02-01,40.512716,-84.6915
sim_04,sim_04_positive_044,positive,2025-02-03,40.481534,-85.170942
sim_04,sim_04_positive_045,positive,2025-02-04,40.287789,-84.756288
sim_04,sim_04_positive_046,positive,2025-02-04,40.564513,-85.035708
sim_04,sim_04_positive_047,positive,2025-02-04,40.331059,-84.534489
sim_04,sim_04_positive_048,positive,2025-02-06,40.187247,-84.383366
sim_04,sim_04_positive_049,positive,2025-02-07,40.617986,-84.938115
sim_04,sim_04_positive_050,positive,2025-02-08,39.92844,-84.347501
sim_04,sim_04_positive_051,positive,2025-02-08,40.262665,-84.34177
sim_04,sim_04_positive_052,positive,2025-02-09,40.166436,-84.723793
sim_04,sim_04_positive_053,positive,2025-02-11,40.770021,-84.791087
sim_04,sim_04_positive_054,positive,2025-02-12,40.704178,-84.62111
sim_04,sim_04_positive_055,positive,2025-02-14,40.400067,-84.680565
sim_04,sim_04_positive_056,positive,2025-02-15,40.740048,-84.918935
sim_04,sim_04_positive_057,positive,2025-02-15,40.134992,-84.55348
sim_04,sim_04_positive_058,positive,2025-02-19,40.677743,-84.810772
sim_04,sim_04_positive_059,positive,2025-02-20,40.298842,-84.261816
sim_04,sim_04_positive_060,positive,2025-02-21,40.696191,-84.972502
sim_04,sim_04_positive_061,positive,2025-02-22,40.608466,-84.852651
sim_04,sim_04_positive_062,positive,2025-02-23,40.559245,-84.746669
sim_04,sim_04_positive_063,positive,2025-02-23,40.499665,-84.825576
sim_04,sim_04_positive_064,positive,2025-02-23,40.385249,-84.422341
sim_04,sim_04_positive_065,positive,2025-02-27,40.635442,-84.823041
sim_04,sim_04_positive_066,positive,2025-02-28,40.468603,-84.798934
sim_04,sim_04_positive_067,positive,2025-03-01,40.272088,-84.666118
sim_04,sim_04_positive_068,positive,2025-03-02,40.365502,-84.586215
sim_04,sim_04_positive_069,positive,2025-03-03,40.277867,-84.791474
sim_04,sim_04_positive_070,positive,2025-03-06,40.205404,-84.892211
sim_04,sim_04_positive_071,positive,2025-03-06,40.682303,-85.056128
sim_04,sim_04_positive_072,positive,2025-03-07,40.838798,-85.043874
sim_04,sim_04_positive_073,positive,2025-03-10,40.801822,-85.110301
sim_04,sim_04_positive_074,positive,2025-03-12,40.350868,-84.443705
sim_04,sim_04_positive_075,positive,2025-03-12,40.608108,-85.333529
sim_04,sim_04_positive_076,positive,2025-03-15,40.720448,-85.1002
sim_04,sim_04_positive_077,positive,2025-03-15,40.031673,-84.406171
sim_04,sim_04_positive_078,positive,2025-03-16,40.329094,-84.981694
